variable_2141,variable_1224,variable_1587,variable_2161,variable_1582,variable_93,variable_2013,variable_455,variable_3
15.6126880418299,13.203975650534,23.082524526935,11.810892738799,23.832901833143893,20.513803480824002,13.5540481130905,14.4297236863288,19.5624345927041
15.6177258347246,11.8751215189642,22.4845567697797,12.3553696501292,23.4331454233628,20.48098956071,13.4361930557547,14.2554054596835,19.52358260183989
15.321879271616002,12.9152196982002,21.7714864030799,12.989567430292402,22.5426790950596,20.422268952064396,13.2495014233953,12.831452330038701,19.550857707182
15.456290284763401,13.202083498059,22.451997673635894,12.1487791653003,22.9994696161695,19.964809813427202,13.275049635355,14.844462931696699,18.626572146852
15.894297988602,12.770470864698,21.7257250000377,12.829246057001129,22.219838788775398,19.9533225884055,14.0382602363166,14.277276940839371,19.1984982766533
14.922746351909499,12.847669837044,22.068870751073998,12.301841397787399,22.398621258933506,20.0974697915316,13.6615495551577,13.9876768191875,18.9713013610727
15.5569385222434,12.9274876768795,22.2858855621668,12.798805164651123,23.3661665601637,20.10184747463061,13.694402853056099,14.851004500878199,19.3401243427896
14.9348875966575,12.083079049158401,22.943939755756997,12.898697092606799,23.586477958317598,20.283455066207896,13.743962315366199,14.709095177695,19.6884800578281
15.1368737266077,12.810347905795199,22.408129012322803,12.5999001755372,22.4067535993833,20.1756526799025,12.9253162977916,15.216715333914099,19.3820712060259
15.733013736605198,13.324171177196,21.9928605160986,12.7913326100082,22.8331353403748,19.881025707400998,12.45688758195,15.191559123912,17.78520561507
15.3059573122945,12.171674379911199,22.838473203141106,12.4521411155919,23.1890670514183,20.322383885432,13.802902312532199,14.353750263612303,19.1776913739935
16.6501280126061,12.2234371623054,22.424794203963298,12.3066429922597,23.060995201473304,20.1998432908882,13.2960891233623,14.544976109715199,19.4540391979343
16.2426913626693,12.872337661226,21.5924919861163,13.037342099118199,21.8013672284829,20.0505454902693,13.632842803947199,14.86446747035,19.3906299767293
15.734018003275,12.802034569332099,22.628860831527906,12.341550945350999,22.7262668278316,20.21693142349969,13.0417327419629,13.689318846802301,19.1052142875302
15.423133259382801,12.6102756294367,22.40839461235089,12.690188711115805,23.1107803185487,19.9687386187023,13.0858604405426,15.356209025748901,19.0172271296432
15.896221806763101,12.99729685666894,21.5119598207828,12.891482650602082,22.0127412986654,20.145733988713904,13.283747495961094,12.8952718671568,18.712668995586103
15.5077354618664,12.689478025614793,22.046323424471804,12.601272073571902,22.5519168125291,19.717207965961002,13.6495142228575,13.9405251378288,19.0549929359302
15.753555616234904,12.784898143840499,22.1312458888934,13.155293039884699,22.5705319447867,20.1369445495006,12.8628384841309,15.0425831050852,19.0722410912149
15.083140211547699,12.812257585639486,22.558123712544198,12.693628680956632,22.656854964934894,20.09583627613361,12.953174716960199,13.597810604921902,19.4866779113345
15.8057306400254,12.0699531517523,22.469821426996106,12.6277533240118,22.304390417417693,20.0566336128799,13.5222705082007,13.9265954838607,19.2920104427077
16.2302981592042,13.4328204677409,21.591619878839197,13.171735434010598,22.6285971496832,20.2891392893734,13.809542441087999,13.4019282134533,19.3170225617557
15.6506238902492,12.894201957371,23.40972747057869,12.4041224283007,23.887475957730498,20.223418647469,13.860312025818999,14.5688813064801,19.529445843940398
14.6853483172976,13.584658245272601,21.499681916291,13.5319080132354,21.995468191925895,20.006283591897603,12.425768866023601,14.537313385239901,19.336861486505306
15.865624027518196,12.815183387083499,22.808101560976702,12.682370984094698,22.970342961771497,20.2839550853369,13.9120488587789,13.9093315734372,19.376864417239602
15.779721111391899,12.9588001968773,22.4530925038687,12.082738593536199,22.5719620460887,20.1860912562578,13.578656448886301,13.8036293629509,19.7506924564724
15.8957653474641,13.035147355519399,23.0617810135953,12.366912030431301,23.1814715175733,20.176580746879,13.8968456811096,13.6154873844115,18.8869022452112
15.669031842980196,13.0586909490818,22.808469033396396,12.9009446722618,23.288409869416398,20.0161826922079,12.698660856335199,13.7945999478919,19.1140278562774
14.934848925455801,13.1630213141295,21.8208845617314,12.662531747409652,22.4687431269031,20.088872416887945,13.491822480529999,13.627788494372599,18.787787591140106
14.6862326683218,13.2586159769797,21.8374369736385,13.2255204465135,22.3863557014177,20.1620038155204,12.851129054873901,14.7134157065838,18.8495802415371
14.853473068621302,12.6775262067461,22.0233249533285,12.529510294504268,22.2469583792845,19.9619403432005,13.567288517234699,13.948564530415599,19.1468384314893
15.1886889719019,12.8261060894184,21.794059928060797,12.620124388599589,23.090262503977197,20.2146293706217,14.102733619163699,13.379251255101302,19.26642359246
14.888907485837299,13.371278031271697,21.7093477402147,12.6652744049419,23.155435110854807,19.985111965082396,12.842295265141452,15.804330479438901,18.90418546840289
15.1104856169665,13.636814312876899,21.8317743599753,12.925765303126447,23.3413609896923,20.0215033133565,13.1398467960636,15.068651219656699,18.7832544063542
15.1788456234378,12.852864628672458,22.5924877127214,12.56416899430887,22.5357621258001,20.3688618773708,13.9243671475904,13.5553731811429,19.3539855493
14.242888074273699,13.616961846020999,21.912220636888105,12.66599212072322,22.1947280536967,20.2398774002503,13.112383503264804,14.240992134798601,19.1796861591555
15.561470576449,12.6812618082896,22.58201218536509,12.60877462798131,23.8014999459355,19.9868551773508,12.83028118167585,15.158695485989,17.745692693083
15.466021454400899,12.802401803946461,22.6616059180827,12.842867154034025,23.2182666504946,20.127976695690556,11.9453195042519,13.9157421494906,19.0555519565788
15.334237816468999,12.551908737005942,22.959988702527,12.3821946731519,23.4019940205722,19.9732407911424,13.504583830748501,14.4501580526505,19.2113710248763
16.5302465006965,12.426333138541615,22.7289666086976,13.2405687281268,23.489749199345106,19.8017461114433,12.6281105911615,15.3848707718236,19.22406396276969
14.6639457888573,13.5988810764882,21.4177825300605,13.320255068808901,21.4692349757591,20.189885573909105,12.878222065850899,15.2728789268615,19.704217863901
15.1750670517643,13.0032192415571,22.2313672477928,12.560557986717699,22.5107469437182,19.908177622284104,13.2868939469123,14.6252669689146,19.3869743925338
14.836694122487199,14.241374447572401,22.0284243517999,12.98923174214235,23.09357069216249,20.157256469073104,12.749540155740547,15.217430589660301,18.4051198749797
15.0864930531262,12.5245684546535,22.2975637059242,12.0907207005297,22.6989777964602,20.3045909363388,13.385596750106899,14.8121922661519,19.4097202426498
15.209815583636901,13.0635604421872,22.493808026781696,12.3159090813977,23.174321915688505,20.2149032433283,13.6398048582935,14.638910570555101,18.9706932617568
14.7007230516333,13.075872455069499,21.2500690145974,12.459678702278499,22.022534469337202,20.1040219673182,13.0993908140679,14.197561682802,19.162245116097
16.0088793842091,12.623384400484081,22.90198536024,12.5479747921911,23.014823634502697,20.0654030527002,13.630638166706701,13.7357943776014,18.9507064108399
15.571332998752,13.592513199812698,21.845312531479802,13.961783777687499,22.359875204995603,20.011311247797803,12.7131098490375,14.9061957782213,19.1861017150909
15.3039155672647,13.305209298712,21.8746941468681,12.9852876818517,21.4828747516747,20.223228096677,12.5505001891038,15.137930007396701,19.5500424451552
15.3862541328844,12.546572083448046,22.4717809916819,12.4268905861658,23.3750397490323,20.3376454899298,13.391494862339306,14.601141498624198,19.4316790510908
15.0728716015695,14.957026546080101,22.818230824071804,13.316016198005945,22.9761660827116,20.1148003570944,13.2690362538103,15.2291227121515,19.430132263543697
15.058613324037399,12.863866820433628,22.482067197721896,13.089410056081901,23.240337787379797,20.11085780788639,13.2930792198959,14.431058153761699,19.4285845233879
14.996424961346,13.493308808745999,22.156439188193804,13.423566531203498,21.9208893874505,20.4679261334937,13.209160564904401,14.0321008518683,19.0880074700758
15.825665028758099,11.748299093882801,22.1558287913863,12.5161445948053,22.066734178613896,20.123222621209802,13.7875264753863,15.1645520257041,19.236923184180103
15.3292285613588,12.67801772956187,22.564574090234103,12.703613791539471,22.724100855559602,20.296932340668498,13.011118081266,14.3037194806055,19.6629816271013
15.1256044717351,12.696244794727408,21.971462926919305,12.410304848536901,22.750701394303302,20.4633602677088,13.878064278187098,14.4374991847239,19.4471710147849
14.773594689297099,12.739737926145708,22.464542877746897,12.479850315751083,23.1468122186272,20.1970516106428,13.8260761286829,14.5687066857235,19.383610861707
15.7473998291602,12.5253614792379,21.9074004845964,12.728630780723414,22.5642382315552,19.9779604095798,13.891866987111099,14.248874716266501,19.2931771382335
15.0766467161062,12.4260738422723,22.246031251196104,12.3166285301387,23.0385998676402,19.894243971529697,13.8108587331932,15.254987219007196,19.4589206574239
15.0135574188692,12.955054502903,22.1909632513688,12.6693851616489,22.907163807207798,19.976042580878502,12.963975019826698,16.0185325374699,18.9898686630561
15.5097813532849,12.734774746130565,22.5644206390843,12.643976386451147,22.4954512088138,20.2482040729332,13.706696651035399,14.484054409336698,19.206291008323106
15.4243864918915,12.2708578209321,22.448205431403398,12.524057001201584,22.747759788428397,20.3926154587963,13.6317150221633,14.004584909553197,19.6226854902017
16.1270689776999,12.511291356948302,22.208458273742398,13.1970907195804,22.84418151906761,20.4723832949914,13.1690031391515,14.3309129273886,19.676003289253
15.399675146133001,12.78235485767022,21.3700016382269,12.651900871337599,22.0807038289612,20.034572632623316,13.00902658174714,14.8226609354498,18.922935301801697
15.2653727686882,12.281385585185099,21.8162543018685,12.4374193983056,22.5003712879975,19.7942559064406,13.1963151501116,15.0040974457567,19.357964681620103
15.192520924865502,12.382370919888315,22.7166534325505,11.999716567420304,22.1724692287875,20.069633032811197,13.2692550938365,14.9584952167624,19.7481175458334
15.7748999368123,12.630731250060455,22.545322869154,12.866954113784999,22.9246653225378,20.1929686800823,13.649259230354,14.3471662107366,19.504921217587
15.241148855878901,12.818769166838441,21.3649712232294,12.907577825467456,21.608432122771696,20.124273561487673,12.0881357582453,14.232006335003,19.676119752839305
15.6548131257781,12.550069120153424,22.697392944805397,12.4654560237308,22.624365571497602,20.383506999377197,13.0687785187666,14.307347992100501,19.596451412681105
14.5754482228899,12.712839174046199,21.3661992712296,13.308703192862898,21.8753715131931,19.9484295490557,12.632181088875953,15.6041448363763,18.8610711755342
15.3762744582869,12.479492689090671,22.517047943095694,12.570676656344599,23.4153976028417,19.8449228443527,13.623284501519198,15.671321383984802,19.197045967245604
14.8084438900881,12.495971869560334,22.5524355087118,12.245401039691501,22.96573726891589,19.8209127594355,13.4236291806795,15.835693811173101,19.307391907561602
14.6023341352652,12.833622344218199,21.040856006733602,12.556103229552,21.7846442104457,20.01882163332476,12.944663714224387,13.5618400402912,18.6685880653177
15.251204185083802,12.757438574991891,22.9196740345733,12.648371487586301,22.5993585516431,19.979654551278802,13.7818944482385,14.3898000472105,19.2053773115908
15.6610808456357,12.494085658757685,23.1078062867715,12.360457415104499,23.215389580911197,20.2096589514878,13.2472863187393,14.4713583589181,19.305419212595602
15.3850379346306,12.727623778990727,23.050789064451603,12.328463774333999,23.3702968424085,20.085414170076998,13.02554439566764,14.845131657590402,18.380624225655
15.6857940024353,12.360774866160801,22.3121920000176,12.546125369421404,22.7708060613506,19.8988416778932,13.0914298549491,13.115773657985196,19.160078184232198
14.958225777096699,12.676618742005079,21.496399542715697,12.767208108557995,21.838846779439997,20.056632285283936,12.4336462772976,15.5382814261667,19.7631743903543
15.0749257842609,12.816174593511477,22.462177789766105,12.684469061011722,23.1428574529323,19.9866143491653,12.9842284650451,13.703462704579199,19.183770372283
15.1995513301821,12.690945823359455,22.0870039599334,12.680818971947172,22.602000270324396,19.86306752420689,13.637835435162101,14.313797917152,19.431258001395896
14.859430594396805,12.3516047522222,22.846685259186202,12.478670189719859,23.0378017432268,19.993421334758,13.1367688617394,14.230954486973,19.5344248019759
16.2969312344491,12.334169748755752,21.928923185797,12.924501657063699,23.035784530497107,19.951101069068105,12.7273218995822,16.1479726915296,19.324294099504
15.236193517210099,12.479807845330104,22.329792306634,12.184804174647901,22.9255703571362,19.979308372666303,13.2211357523313,14.4452375081476,19.416467308262106
14.777261310195401,13.05171020607967,21.2940993184941,12.892602396065199,21.9369363995573,19.9217076019566,12.2328009594471,13.8266375761504,19.107150702454398
14.8802758116154,12.837829110380635,21.9335636098523,12.692521195158086,22.6362830313389,20.143465748965603,12.574376564879598,14.454313246644304,19.299605993921602
15.6773424767595,12.440446903866112,22.816676076266397,12.497222285969999,23.701279942171602,20.1254105865985,13.505807958243404,14.368602462070001,19.4809712651375
15.304241514348199,12.4077440939215,22.272984114914106,12.4043707040158,22.393343776262302,20.112879403940397,13.0836628030723,14.767032672556901,19.16321925317289
15.555163077333601,12.802688797444867,22.8553028311178,12.669704975246,23.185230269254998,20.208381447166804,13.43197996923729,13.104429613159699,19.1266675104734
15.593431763017302,12.875478165194593,22.4767601897058,13.296582580724401,22.6073650793815,20.1390427683673,13.686361561300002,15.244458685155301,19.1507091110318
16.0318539115817,12.614617243415896,23.028475711924898,12.5899462295464,22.9770455255953,19.94070280404189,13.123980452992999,13.6316078418719,18.963424239993
14.7968334287763,12.564239601988847,22.8039732230725,11.9530900023767,22.7971763142449,20.153752513337604,12.917965094521,14.506695258616901,19.368268546024602
15.005758835597598,12.72100186166062,23.014706766781398,12.538199154937,22.91297840396,20.0879668079046,12.651301792711699,15.132917379868,19.1171634604981
14.8916432572127,12.523150785092,22.8004910189183,12.613178213643671,23.64231478939569,19.892475046873397,13.0693795637413,14.871145637388999,19.770514070561198
14.837997071164803,12.42126108230607,22.80503572148281,12.324606494125499,23.636704523695602,19.9337708671483,12.8917634713358,14.9578529096019,19.7946774310616
16.1386395918374,11.9710019204446,22.480101034729,12.801743163772464,23.039295246630697,20.114411033155672,11.6716033607039,14.0118351638614,19.0218241237838
14.4482450939154,12.921103979558767,22.480805914142998,12.56375081804607,22.461695941623002,20.2032130974625,11.85379243097,15.9317343337257,18.861919794933602
15.3506550463832,12.094719484274304,22.3856151724523,12.155930780471001,22.5954298002952,20.092586370096743,12.984475811733901,14.4769169042294,19.055577315752
15.3025269169242,12.55062931064425,21.7202715352243,12.758291950243951,22.565776034642703,19.9767113388602,13.1144479709361,15.3112293382706,19.6960200292566
14.366727801054099,13.115719214541784,21.3250159081319,12.8499202321466,21.9589970157482,20.02022806970111,12.882124893257707,14.401066610311101,19.1153644721603
15.4642168637768,12.432577362339497,22.4813356804672,12.238815475971,23.0508315655721,19.9761781379237,13.0239911136238,14.9030266154512,19.2576646747938
15.3802681213781,12.607927870285156,21.895407525457,11.7251553264416,21.83315679439,20.1259839187709,13.348843105436,13.9065720321684,18.7808051633162
14.8492850434871,12.931659635158182,21.3038826214658,12.5194080353647,21.89156941608769,19.923874635983033,12.682473647343176,15.542904299776499,18.4501525025794
15.419911593068099,12.559541531944708,22.387442424853,12.140114561635402,22.933318611672,19.8938361968554,12.913779228052098,14.386883664281699,18.822376726654802
15.020846413681399,12.977997133097999,21.670141819890297,12.8120927033384,22.182207893734105,20.0012943352714,12.794807393938301,14.775487522577,19.2692059436118
15.0437031777155,13.005992504811555,22.132838912719002,13.483765266923001,22.478665170131997,20.0063217314542,13.489883621642301,15.4816120728524,19.3027531198125
15.4153954424018,13.091228257489256,22.2168753119143,13.3887050277066,22.0973365923009,20.0556611999868,14.1282873248756,14.347721297199199,19.049307844636
14.5652370718866,12.724081725366121,22.0252515708397,12.130479727534098,22.1360029425978,19.965288412864602,12.6795164563292,15.298884745445699,19.02417231351189
15.5314705944315,12.6510795493782,22.645119057820395,12.743995395521196,22.955505372954804,20.070015087605103,12.6847192936175,14.5515512080915,19.0627073074102
15.158920096534601,12.780026682727213,22.6965771884132,12.7947445788672,23.076194925721502,19.970121113663602,13.1401843376697,14.1255407954658,19.2898502618088
15.410654068576601,12.200836634421401,22.3303788470138,13.039596585157303,22.9206564429065,19.892050222094,12.951250997791444,15.134247448482801,18.7556729192304
15.060290294602801,12.648996142620637,22.405848103798398,12.291576346665599,22.5426198587349,20.1180543098052,13.375197960617301,14.8836792553268,19.2068706987912
15.5078670608483,12.573896012292654,21.699529235608,12.488373529187,22.4797700250028,19.9071971763352,12.316326253508599,15.004775504697495,19.0727810955428
14.350440417530198,12.0442344692348,22.6234318236362,13.0316133080019,23.3656765090516,19.6195547221151,12.733365156006766,15.2269203427281,18.6423470739214
15.012309890879994,12.830415723915863,22.543090040742307,12.7984424234635,22.7151371466642,20.190099830406233,13.285125233431499,13.694056663344801,19.664978081784803
14.881942026745,11.859026594754901,22.059927001504306,12.8580685434254,22.528102565478395,20.1373304735401,12.951559853311501,15.4595687755673,19.301953952164897
15.4980807785132,12.592538702923378,22.218538041363697,12.741414397581075,22.761386351905198,19.873499529682398,13.149555009532401,15.4568296763979,19.1706260678286
14.8665045279399,13.000070884486743,22.1134620728052,12.651711486652921,22.0506948128316,20.064534133991817,12.779031965674,14.2752408526002,18.8695050050184
15.3710367808608,13.007818158302971,21.763158705981002,12.765594123913491,22.328269848018998,20.160150120150977,13.299371261370403,12.8011528842471,18.9549041841586
